UTC Timestamp,Current Measurement
2024-03-28 17:22:41,0.509811
2024-03-28 17:22:42,0.520386
2024-03-28 17:22:43,0.531235
2024-03-28 17:22:44,0.486908
2024-03-28 17:22:45,0.432541
2024-03-28 17:22:46,0.459595
2024-03-28 17:22:47,0.527496
2024-03-28 17:22:48,0.590561
2024-03-28 17:22:49,0.592499
2024-03-28 17:22:50,0.592773
2024-03-28 17:22:51,0.630203
2024-03-28 17:22:52,0.637436
2024-03-28 17:22:53,0.597198
2024-03-28 17:22:54,0.568466
2024-03-28 17:22:55,0.572083
2024-03-28 17:22:56,0.589767
2024-03-28 17:22:57,0.624847
2024-03-28 17:22:58,0.649292
2024-03-28 17:22:59,0.661469
2024-03-28 17:23:00,0.644394
2024-03-28 17:23:01,0.589828
2024-03-28 17:23:02,0.53479
2024-03-28 17:23:03,0.509552
2024-03-28 17:23:05,0.229523
2024-03-28 17:23:06,0.611984
2024-03-28 17:23:07,0.657257
2024-03-28 17:23:08,0.679077
2024-03-28 17:23:09,0.690735
2024-03-28 17:23:10,0.690063
2024-03-28 17:23:11,0.683701
2024-03-28 17:23:12,0.675201
2024-03-28 17:23:13,0.671921
2024-03-28 17:23:14,0.660065
2024-03-28 17:23:15,0.638107
2024-03-28 17:23:16,0.612732
2024-03-28 17:23:17,0.607162
2024-03-28 17:23:18,0.609253
2024-03-28 17:23:19,0.622574
2024-03-28 17:23:20,0.639572
2024-03-28 17:23:21,0.659332
2024-03-28 17:23:22,0.673187
2024-03-28 17:23:23,0.672394
2024-03-28 17:23:24,0.658859
2024-03-28 17:23:25,0.64032
2024-03-28 17:23:26,0.59787
2024-03-28 17:23:27,0.531235
2024-03-28 17:23:28,0.088913
2024-03-28 17:23:29,0.0907288
2024-03-28 17:23:30,0.092926
2024-03-28 17:23:31,0.0917206
2024-03-28 17:23:32,0.093338
2024-03-28 17:23:33,0.10318
2024-03-28 17:23:34,0.522598
2024-03-28 17:23:35,0.583466
2024-03-28 17:23:36,0.621964
2024-03-28 17:23:37,0.650894
2024-03-28 17:23:38,0.674667
2024-03-28 17:23:39,0.158554
2024-03-28 17:23:40,0.679947
2024-03-28 17:23:41,0.648483
2024-03-28 17:23:42,0.601273
2024-03-28 17:23:43,0.54068
2024-03-28 17:23:44,0.494278
2024-03-28 17:23:45,0.463806
2024-03-28 17:23:46,0.428391
