UTC Timestamp,Current Measurement
2024-03-28 17:07:14,0.193497
2024-03-28 17:07:15,0.198456
2024-03-28 17:07:16,0.201599
2024-03-28 17:07:17,0.200195
2024-03-28 17:07:18,0.200272
2024-03-28 17:07:19,0.201736
2024-03-28 17:07:20,0.200531
2024-03-28 17:07:21,0.195251
2024-03-28 17:07:22,0.192566
2024-03-28 17:07:23,0.192093
2024-03-28 17:07:24,0.189423
2024-03-28 17:07:25,0.189285
2024-03-28 17:07:26,0.187546
2024-03-28 17:07:27,0.188416
2024-03-28 17:07:28,0.186935
2024-03-28 17:07:29,0.137726
2024-03-28 17:07:30,0.129623
2024-03-28 17:07:31,0.132034
2024-03-28 17:07:32,0.134918
2024-03-28 17:07:33,0.136459
2024-03-28 17:07:34,0.136383
2024-03-28 17:07:35,0.135788
2024-03-28 17:07:36,0.137253
2024-03-28 17:07:37,0.138336
2024-03-28 17:07:38,0.139206
2024-03-28 17:07:39,0.139465
2024-03-28 17:07:40,0.139465
2024-03-28 17:07:41,0.138733
2024-03-28 17:07:42,0.137329
2024-03-28 17:07:43,0.135452
2024-03-28 17:07:44,0.134979
2024-03-28 17:07:45,0.13472
2024-03-28 17:07:46,0.136261
2024-03-28 17:07:47,0.137527
2024-03-28 17:07:48,0.139328
2024-03-28 17:07:49,0.139664
2024-03-28 17:07:50,0.137253
2024-03-28 17:07:51,0.135178
2024-03-28 17:07:52,0.136383
2024-03-28 17:07:53,0.137192
2024-03-28 17:07:54,0.137466
2024-03-28 17:07:55,0.140137
2024-03-28 17:07:56,0.142487
2024-03-28 17:07:57,0.143692
2024-03-28 17:07:58,0.141678
2024-03-28 17:07:59,0.142349
2024-03-28 17:08:00,0.143219
2024-03-28 17:08:01,0.144562
2024-03-28 17:08:02,0.182388
2024-03-28 17:08:03,0.186066
2024-03-28 17:08:04,0.18486
2024-03-28 17:08:05,0.184326
2024-03-28 17:08:06,0.180038
2024-03-28 17:08:07,0.13887
2024-03-28 17:08:08,0.114761
2024-03-28 17:08:09,0.118973
2024-03-28 17:08:10,0.126144
2024-03-28 17:08:11,0.134583
2024-03-28 17:08:12,0.141403
2024-03-28 17:08:13,0.145432
2024-03-28 17:08:14,0.150116
2024-03-28 17:08:15,0.153397
2024-03-28 17:08:16,0.149109
2024-03-28 17:08:17,0.145767
2024-03-28 17:08:18,0.145966
2024-03-28 17:08:19,0.141739
2024-03-28 17:08:20,0.135452
2024-03-28 17:08:21,0.127686
2024-03-28 17:08:22,0.128754
2024-03-28 17:08:23,0.131302
2024-03-28 17:08:24,0.1297
2024-03-28 17:08:25,0.12883
2024-03-28 17:08:26,0.126541
2024-03-28 17:08:27,0.12735
2024-03-28 17:08:28,0.133377
2024-03-28 17:08:29,0.140411
2024-03-28 17:08:30,0.142685
2024-03-28 17:08:31,0.139008
2024-03-28 17:08:32,0.10257
2024-03-28 17:08:33,0.121597
2024-03-28 17:08:34,0.118973
2024-03-28 17:08:35,0.112076
2024-03-28 17:08:36,0.108536
2024-03-28 17:08:37,0.107803
2024-03-28 17:08:38,0.110672
2024-03-28 17:08:39,0.113556
2024-03-28 17:08:40,0.113358
2024-03-28 17:08:41,0.115692
2024-03-28 17:08:42,0.120453
2024-03-28 17:08:43,0.119644
2024-03-28 17:08:44,0.119446
2024-03-28 17:08:45,0.114487
2024-03-28 17:08:46,0.135056
2024-03-28 17:08:47,0.112411
2024-03-28 17:08:48,0.122589
2024-03-28 17:08:49,0.120392
2024-03-28 17:08:50,0.113281
2024-03-28 17:08:51,0.113022
2024-03-28 17:08:52,0.108536
2024-03-28 17:08:53,0.102509
2024-03-28 17:08:54,0.100769
2024-03-28 17:08:55,0.101898
2024-03-28 17:08:56,0.105927
2024-03-28 17:08:57,0.112686
2024-03-28 17:08:58,0.116638
2024-03-28 17:08:59,0.119385
2024-03-28 17:09:00,0.122253
2024-03-28 17:09:01,0.124664
2024-03-28 17:09:02,0.123459
2024-03-28 17:09:03,0.116638
2024-03-28 17:09:04,0.104721
2024-03-28 17:09:05,0.0982971
2024-03-28 17:09:06,0.100098
2024-03-28 17:09:07,0.110474
2024-03-28 17:09:08,0.11972
2024-03-28 17:09:09,0.127747
2024-03-28 17:09:10,0.127548
2024-03-28 17:09:11,0.126282
2024-03-28 17:09:12,0.124939
2024-03-28 17:09:13,0.124741
2024-03-28 17:09:14,0.129425
2024-03-28 17:09:15,0.130096
2024-03-28 17:09:16,0.128021
2024-03-28 17:09:17,0.120987
2024-03-28 17:09:18,0.115097
2024-03-28 17:09:19,0.114487
2024-03-28 17:09:20,0.111877
2024-03-28 17:09:21,0.110672
2024-03-28 17:09:22,0.11644
2024-03-28 17:09:23,0.11557
2024-03-28 17:09:24,0.113831
2024-03-28 17:09:25,0.113693
2024-03-28 17:09:26,0.117233
2024-03-28 17:09:27,0.118515
2024-03-28 17:09:28,0.116028
2024-03-28 17:09:29,0.111954
2024-03-28 17:09:30,0.10585
2024-03-28 17:09:31,0.101974
2024-03-28 17:09:32,0.103317
2024-03-28 17:09:33,0.103317
2024-03-28 17:09:34,0.0990906
2024-03-28 17:09:35,0.0980225
2024-03-28 17:09:36,0.0970917
2024-03-28 17:09:37,0.0992279
2024-03-28 17:09:38,0.104187
2024-03-28 17:09:39,0.107056
2024-03-28 17:09:40,0.105255
2024-03-28 17:09:41,0.108063
2024-03-28 17:09:42,0.110611
2024-03-28 17:09:43,0.10585
2024-03-28 17:09:44,0.104111
2024-03-28 17:09:45,0.105652
2024-03-28 17:09:46,0.111145
2024-03-28 17:09:47,0.115768
2024-03-28 17:09:48,0.115036
2024-03-28 17:09:49,0.11235
2024-03-28 17:09:50,0.112411
2024-03-28 17:09:51,0.11409
2024-03-28 17:09:52,0.109467
2024-03-28 17:09:53,0.104111
2024-03-28 17:09:54,0.102707
2024-03-28 17:09:55,0.102173
2024-03-28 17:09:56,0.101166
2024-03-28 17:09:57,0.103577
2024-03-28 17:09:58,0.1017
2024-03-28 17:09:59,0.0958099
