UTC Timestamp,Current Measurement
2024-03-28 17:36:53,0.585068
2024-03-28 17:36:54,0.582932
2024-03-28 17:36:55,0.58226
2024-03-28 17:36:56,0.583939
2024-03-28 17:36:57,0.587143
2024-03-28 17:36:58,0.588287
2024-03-28 17:36:59,0.592102
2024-03-28 17:37:00,0.594452
2024-03-28 17:37:01,0.581665
2024-03-28 17:37:02,0.553604
2024-03-28 17:37:03,0.535599
2024-03-28 17:37:04,0.515244
2024-03-28 17:37:05,0.497086
2024-03-28 17:37:06,0.505859
2024-03-28 17:37:07,0.523605
2024-03-28 17:37:08,0.555679
2024-03-28 17:37:09,0.578384
2024-03-28 17:37:10,0.586273
2024-03-28 17:37:11,0.586609
2024-03-28 17:37:12,0.592834
2024-03-28 17:37:13,0.597198
2024-03-28 17:37:14,0.599197
2024-03-28 17:37:15,0.592499
2024-03-28 17:37:16,0.337265
2024-03-28 17:37:17,0.563721
2024-03-28 17:37:18,0.597122
2024-03-28 17:37:19,0.594788
2024-03-28 17:37:20,0.568405
2024-03-28 17:37:21,0.56813
2024-03-28 17:37:22,0.561569
2024-03-28 17:37:23,0.547913
2024-03-28 17:37:24,0.536194
2024-03-28 17:37:25,0.529495
2024-03-28 17:37:26,0.538879
2024-03-28 17:37:27,0.540207
2024-03-28 17:37:28,0.515503
2024-03-28 17:37:29,0.474594
2024-03-28 17:37:30,0.466019
2024-03-28 17:37:31,0.49408
2024-03-28 17:37:32,0.542221
2024-03-28 17:37:33,0.554276
2024-03-28 17:37:34,0.567795
2024-03-28 17:37:35,0.602615
2024-03-28 17:37:36,0.609116
2024-03-28 17:37:37,0.611923
2024-03-28 17:37:38,0.617813
2024-03-28 17:37:39,0.620422
2024-03-28 17:37:40,0.577301
2024-03-28 17:37:41,0.137192
2024-03-28 17:37:42,0.0868378
2024-03-28 17:37:43,0.0871735
2024-03-28 17:37:44,0.0889893
2024-03-28 17:37:45,0.0901184
2024-03-28 17:37:46,0.0733795
2024-03-28 17:37:47,0.0804138
2024-03-28 17:37:48,0.0935364
2024-03-28 17:37:49,0.0916595
2024-03-28 17:37:50,0.0923309
2024-03-28 17:37:51,0.0935364
2024-03-28 17:37:52,0.0940094
2024-03-28 17:37:53,0.0940704
2024-03-28 17:37:54,0.243393
2024-03-28 17:37:55,0
2024-03-28 17:37:56,0
2024-03-28 17:37:57,0
2024-03-28 17:37:58,0
2024-03-28 17:37:59,0
2024-03-28 17:38:00,0
2024-03-28 17:38:01,0.139267
2024-03-28 17:38:02,0.10257
2024-03-28 17:38:03,0.100159
2024-03-28 17:38:04,0.0974884
2024-03-28 17:38:05,0.0958862
2024-03-28 17:38:06,0.0945435
2024-03-28 17:38:07,0.0956726
2024-03-28 17:38:08,0.0943451
2024-03-28 17:38:09,0.0913239
2024-03-28 17:38:10,0.0902557
2024-03-28 17:38:11,0.0125122
2024-03-28 17:38:12,0.00474548
2024-03-28 17:38:13,0.00468445
2024-03-28 17:38:14,0.00468445
2024-03-28 17:38:15,0.0431824
2024-03-28 17:38:16,0.0810089
2024-03-28 17:38:17,0.0863647
2024-03-28 17:38:18,0.199799
2024-03-28 17:38:19,0.710617
2024-03-28 17:38:20,0.713837
2024-03-28 17:38:21,0.712891
2024-03-28 17:38:22,0.715103
2024-03-28 17:38:23,0.718124
2024-03-28 17:38:24,0.71611
2024-03-28 17:38:25,0.70874
2024-03-28 17:38:26,0.712891
2024-03-28 17:38:27,0.716507
2024-03-28 17:38:28,0.715576
2024-03-28 17:38:29,0.710083
2024-03-28 17:38:30,0.710144
2024-03-28 17:38:31,0.707535
2024-03-28 17:38:32,0.706604
2024-03-28 17:38:33,0.703247
2024-03-28 17:38:34,0.686188
2024-03-28 17:38:35,0.672516
2024-03-28 17:38:36,0.648285
2024-03-28 17:38:37,0.674133
2024-03-28 17:38:38,0.698166
2024-03-28 17:38:39,0.713028
2024-03-28 17:38:40,0.723404
2024-03-28 17:38:41,0.732712
2024-03-28 17:38:42,0.740143
2024-03-28 17:38:43,0.745102
2024-03-28 17:38:44,0.744965
2024-03-28 17:38:45,0.73848
2024-03-28 17:38:46,0.725754
2024-03-28 17:38:47,0.715775
2024-03-28 17:38:48,0.711487
2024-03-28 17:38:49,0.687927
2024-03-28 17:38:50,0.619492
2024-03-28 17:38:51,0.548248
2024-03-28 17:38:52,0.530777
2024-03-28 17:38:53,0.538803
2024-03-28 17:38:54,0.636093
2024-03-28 17:38:55,0.650497
2024-03-28 17:38:56,0.57724
2024-03-28 17:38:57,0.521393
2024-03-28 17:38:58,0.475662
2024-03-28 17:38:59,0.397049
2024-03-28 17:39:00,0.224503
2024-03-28 17:39:01,0.386414
2024-03-28 17:39:02,0.572952
2024-03-28 17:39:03,0.587814
2024-03-28 17:39:04,0.516037
2024-03-28 17:39:05,0.496155
2024-03-28 17:39:06,0.522675
2024-03-28 17:39:07,0.548111
2024-03-28 17:39:08,0.571548
2024-03-28 17:39:09,0.590637
2024-03-28 17:39:10,0.602219
2024-03-28 17:39:11,0.60704
2024-03-28 17:39:12,0.608444
2024-03-28 17:39:13,0.61145
2024-03-28 17:39:14,0.614944
2024-03-28 17:39:15,0.614471
2024-03-28 17:39:16,0.613403
2024-03-28 17:39:17,0.611053
2024-03-28 17:39:18,0.612259
2024-03-28 17:39:19,0.609985
2024-03-28 17:39:20,0.605423
2024-03-28 17:39:21,0.378036
2024-03-28 17:39:22,0.605972
2024-03-28 17:39:23,0.607437
2024-03-28 17:39:24,0.608307
2024-03-28 17:39:25,0.606766
2024-03-28 17:39:26,0.606171
2024-03-28 17:39:27,0.605637
2024-03-28 17:39:28,0.604492
2024-03-28 17:39:29,0.600937
2024-03-28 17:39:30,0.601471
2024-03-28 17:39:31,0.602676
2024-03-28 17:39:32,0.601273
2024-03-28 17:39:33,0.597122
2024-03-28 17:39:34,0.599808
2024-03-28 17:39:35,0.597794
2024-03-28 17:39:36,0.596115
2024-03-28 17:39:37,0.59404
2024-03-28 17:39:38,0.596924
2024-03-28 17:39:39,0.600143
2024-03-28 17:39:40,0.603088
2024-03-28 17:39:41,0.609909
2024-03-28 17:39:42,0.61467
2024-03-28 17:39:43,0.615601
2024-03-28 17:39:44,0.616547
2024-03-28 17:39:45,0.61734
2024-03-28 17:39:46,0.617752
2024-03-28 17:39:47,0.619553
2024-03-28 17:39:48,0.621368
2024-03-28 17:39:49,0.620224
2024-03-28 17:39:50,0.620163
2024-03-28 17:39:51,0.615143
2024-03-28 17:39:52,0.595123
2024-03-28 17:39:53,0.628464
2024-03-28 17:39:54,0.656921
2024-03-28 17:39:55,0.666367
2024-03-28 17:39:56,0.661407
2024-03-28 17:39:57,0.659592
2024-03-28 17:39:58,0.662079
2024-03-28 17:39:59,0.677673
2024-03-28 17:40:00,0.696564
2024-03-28 17:40:01,0.705597
2024-03-28 17:40:02,0.702515
2024-03-28 17:40:03,0.68544
2024-03-28 17:40:04,0.657257
2024-03-28 17:40:05,0.635025
2024-03-28 17:40:06,0.628662
2024-03-28 17:40:07,0.628525
2024-03-28 17:40:08,0.654373
2024-03-28 17:40:09,0.667908
2024-03-28 17:40:10,0.629196
2024-03-28 17:40:11,0.497559
2024-03-28 17:40:12,0.395844
2024-03-28 17:40:13,0.353806
2024-03-28 17:40:14,0.37262
2024-03-28 17:40:15,0.396179
2024-03-28 17:40:16,0.399338
2024-03-28 17:40:17,0.367523
2024-03-28 17:40:18,0.304245
2024-03-28 17:40:19,0.218948
2024-03-28 17:40:20,0.222229
2024-03-28 17:40:21,0.182526
2024-03-28 17:40:22,0.167389
2024-03-28 17:40:23,0.161835
2024-03-28 17:40:24,0.156952
2024-03-28 17:40:25,0.157486
2024-03-28 17:40:26,0.158554
2024-03-28 17:40:27,0.158554
2024-03-28 17:40:28,0.157013
2024-03-28 17:40:29,0.154663
2024-03-28 17:40:30,0.154129
2024-03-28 17:40:31,0.153397
2024-03-28 17:40:32,0.153931
2024-03-28 17:40:33,0.154739
2024-03-28 17:40:34,0.155197
2024-03-28 17:40:35,0.155609
2024-03-28 17:40:36,0.158752
2024-03-28 17:40:37,0.162766
2024-03-28 17:40:38,0.167252
2024-03-28 17:40:39,0.171341
2024-03-28 17:40:40,0.174286
2024-03-28 17:40:41,0.178772
2024-03-28 17:40:42,0.186279
2024-03-28 17:40:43,0.19136
2024-03-28 17:40:44,0.196243
2024-03-28 17:40:45,0.19899
2024-03-28 17:40:46,0.194305
2024-03-28 17:40:47,0.189087
2024-03-28 17:40:48,0.187149
2024-03-28 17:40:49,0.190018
2024-03-28 17:40:50,0.191696
2024-03-28 17:40:51,0.189484
2024-03-28 17:40:52,0.187744
2024-03-28 17:40:53,0.189621
2024-03-28 17:40:54,0.201736
2024-03-28 17:40:55,0.221024
2024-03-28 17:40:56,0.237701
2024-03-28 17:40:57,0.240509
2024-03-28 17:40:58,0.231003
2024-03-28 17:40:59,0.219818
2024-03-28 17:41:00,0.2146
2024-03-28 17:41:01,0.213455
2024-03-28 17:41:02,0.21312
2024-03-28 17:41:03,0.211578
2024-03-28 17:41:04,0.209702
2024-03-28 17:41:05,0.210709
2024-03-28 17:41:06,0.208633
2024-03-28 17:41:07,0.205154
2024-03-28 17:41:08,0.200943
2024-03-28 17:41:09,0.194839
2024-03-28 17:41:10,0.187347
2024-03-28 17:41:11,0.180649
2024-03-28 17:41:12,0.177505
2024-03-28 17:41:13,0.176498
2024-03-28 17:41:14,0.173218
2024-03-28 17:41:15,0.170197
2024-03-28 17:41:16,0.169662
2024-03-28 17:41:17,0.170807
2024-03-28 17:41:18,0.172882
2024-03-28 17:41:19,0.174423
2024-03-28 17:41:20,0.17984
2024-03-28 17:41:21,0.189484
2024-03-28 17:41:22,0.195374
2024-03-28 17:41:23,0.198059
2024-03-28 17:41:24,0.202072
2024-03-28 17:41:25,0.203278
